x0000,y0000
1683,135.5,
1684,134.5,
1685,133.5,
1686,133.5,
1687,132.5,
1688,132.5,
1689,132.5,
1690,130.5,
1691,130.5,
1692,130.5,
1693,129.5,
1694,130.5,
1695,132.5,
1696,132.5,
1697,132.5,
1698,131.5,
1699,131.5,
1700,129.5,
1701,128.5,
1702,128.5,
1703,128.5,
1704,128.5,
1705,129.5,
1706,129.5,
1707,128.5,
1708,129.5,
1709,128.5,
1710,128.5,
1711,128.5,
1712,128.5,
1713,127.5,
1714,126.5,
1715,126.5,
1716,125.5,
1717,125.5,
1718,126.5,
1719,126.5,
1720,126.5,
1721,127.5,
1722,127.5,
1723,126.5,
1724,125.5,
1725,125.5,
1726,125.5,
1727,125.5,
1728,125.5,
1729,123.5,
1730,122.5,
1731,122.5,
1732,121.5,
1733,122.5,
1734,123.5,
1735,123.5,
1736,123.5,
1737,122.5,
1738,121.5,
1739,121.5,
1740,121.5,
1741,121.5,
1742,120.5,
1743,119.5,
1744,120.5,
1745,120.5,
1746,121.5,
1747,121.5,
1748,120.5,
1749,120.5,
1750,119.5,
1751,117.5,
1752,117.5,
1753,118.5,
1754,118.5,
1755,119.5,
1756,119.5,
1757,118.5,
1758,118.5,
1759,118.5,
1760,117.5,
1761,116.5,
1762,117.5,
1763,117.5,
1764,116.5,
1765,116.5,
1766,116.5,
1767,114.5,
1768,114.5,
1769,115.5,
1770,113.5,
1771,113.5,
1772,114.5,
1773,114.5,
1774,114.5,
1775,114.5,
1776,114.5,
1777,113.5,
1778,114.5,
1779,113.5,
1780,114.5,
1781,115.5,
1782,114.5,
1783,115.5,
1784,116.5,
1785,114.5,
1786,113.5,
1787,111.5,
1788,111.5,
1789,110.5,
1790,110.5,
1791,112.5,
1792,111.5,
1793,112.5,
1794,110.5,
1795,112.5,
1796,110.5,
1797,110.5,
1798,110.5,
1799,110.5,
1800,109.5,
1801,107.5,
1802,107.5,
1803,106.5,
1804,107.5,
1805,107.5,
1806,109.5,
1807,108.5,
1808,108.5,
1809,107.5,
1810,106.5,
1811,107.5,
1812,105.5,
1813,106.5,
1814,106.5,
1815,107.5,
1816,107.5,
1817,107.5,
1818,106.5,
1819,106.5,
1820,104.5,
1821,103.5,
1822,102.5,
1823,103.5,
1824,104.5,
